Make,Model,Model Year,Mileage,ADAS/ADS System Version,ADAS/ADS Hardware Version,ADAS/ADS Software Version,Roadway Type,Roadway Surface,Roadway Description,Lighting,weather,Highest Injury Severity Alleged
21,46,1,4722,0,2,2,3,0,0,1,0,1
1,1,1,47130,1,2,2,2,1,0,1,0,1
3,4,8,102496,65,2,2,0,0,0,1,0,1
3,4,8,65697,66,2,2,1,0,0,0,0,1
3,4,8,88602,67,2,2,1,0,0,1,0,1
3,4,8,101494,68,2,2,1,0,0,1,0,1
3,5,1,5708,29,2,2,1,0,0,0,0,1
15,24,6,25702,29,2,2,0,0,0,0,0,1
3,5,1,5708,29,2,2,1,0,0,0,0,1
1,1,1,47130,1,2,2,2,1,0,1,0,1
15,39,6,24692,29,2,2,1,0,5,1,0,1
1,1,1,28333,1,2,2,0,0,0,0,0,1
1,1,1,28333,1,2,2,0,0,0,0,0,1
2,2,5,3987,8,2,2,3,0,0,0,0,1
23,47,6,2277,0,2,2,1,0,0,0,0,1
23,47,6,1912,0,2,2,1,0,0,0,0,1
3,5,1,700,29,2,2,2,0,0,0,0,1
3,4,8,39307,69,2,2,0,0,0,0,0,1
3,4,8,57118,70,2,2,1,0,0,0,0,1
15,24,6,25702,29,2,2,0,0,0,0,0,1
2,44,5,151927,1,2,2,3,0,0,0,0,1
2,44,5,151927,1,2,2,3,0,0,0,0,1
23,47,6,2277,0,2,2,1,0,0,0,0,1
23,47,6,1912,0,2,2,1,0,0,0,0,1
24,48,5,9214,71,2,2,3,0,0,0,0,1
2,44,5,151927,1,2,2,3,0,0,0,0,1
2,44,5,151927,1,2,2,3,0,0,0,0,1
24,48,5,9214,71,2,2,3,0,0,0,0,1
1,1,1,24086,1,2,2,0,0,0,2,0,1
1,1,1,38190,1,2,2,0,0,0,0,0,1
1,1,1,21860,1,2,2,0,0,0,0,0,1
2,44,5,139488,1,2,2,3,0,0,3,0,1
2,44,5,139488,1,2,2,3,0,0,3,0,1
1,1,1,24086,1,2,2,0,0,0,2,0,1
1,1,1,38190,1,2,2,0,0,0,0,0,1
1,1,1,21860,1,2,2,0,0,0,0,0,1
23,47,6,2902,0,2,2,1,0,0,0,0,1
15,24,6,19352,29,2,2,0,0,4,0,0,1
8,11,5,3341,8,2,2,1,0,0,1,0,1
8,11,5,3341,8,2,2,1,0,0,1,0,1
23,47,6,2902,0,2,2,1,0,0,0,0,1
8,11,5,3341,0,2,2,1,0,0,1,0,1
8,11,5,3341,0,2,2,1,0,0,1,0,1
3,5,1,700,29,2,2,2,0,0,0,0,1
23,47,6,4006,0,2,2,1,0,0,0,0,1
23,47,6,4006,0,2,2,1,0,0,0,0,1
23,47,6,4006,0,2,2,1,0,0,0,0,1
23,47,6,4006,0,2,2,1,0,0,0,0,1
25,49,4,5357,72,2,2,0,0,0,0,0,1
1,1,1,28679,1,2,2,0,0,0,0,2,1
1,1,1,44439,1,2,2,1,0,0,1,6,1
2,44,1,194446,1,2,2,3,0,0,2,2,1
1,1,1,10537,1,2,2,0,0,0,1,0,1
1,1,1,17214,1,2,2,1,0,0,0,0,1
26,29,5,10766,8,2,2,3,0,0,0,0,1
1,1,1,40181,1,2,2,1,0,0,1,6,1
1,1,1,38984,1,2,2,1,0,0,0,0,1
1,1,1,28679,1,2,2,0,0,0,0,2,1
1,1,1,44439,1,2,2,1,0,0,1,6,1
2,44,1,194446,1,2,2,3,0,0,2,2,1
1,1,1,10537,1,2,2,0,0,0,1,0,1
1,1,1,17214,1,2,2,1,0,0,0,0,1
1,1,1,22657,1,2,2,0,0,0,0,0,1
1,1,1,40181,1,2,2,1,0,0,1,6,1
17,27,3,99215,45,2,2,2,0,0,0,0,1
1,1,1,38984,1,2,2,1,0,0,0,0,1
23,47,6,4783,0,2,2,1,0,0,0,0,1
23,47,6,1857,0,2,2,1,0,0,0,0,1
23,47,6,4783,0,2,2,1,0,0,0,0,1
23,47,6,1857,0,2,2,1,0,0,0,0,1
8,11,6,12595,8,2,2,1,0,0,1,0,2
8,11,6,40836,8,2,2,1,0,0,0,0,1
3,4,8,81418,73,2,2,1,0,0,1,0,1
8,11,6,12595,0,2,2,1,0,0,1,0,2
8,11,6,40836,0,2,2,1,0,0,0,0,1
20,29,5,10766,0,2,2,3,0,0,0,0,1
8,11,5,8598,8,2,2,1,0,0,0,0,2
8,11,5,8598,0,2,2,1,0,0,0,0,2
27,24,6,19352,29,2,2,0,0,4,0,0,1
3,4,8,,74,2,2,1,0,0,0,0,1
3,4,8,96912,75,2,2,2,0,0,1,0,1
8,11,5,8598,8,2,2,1,0,0,0,0,2
8,11,5,8598,0,2,2,1,0,0,0,0,2
28,49,4,5357,72,2,2,0,0,0,0,0,1
3,4,8,96912,75,2,2,2,0,0,1,0,1
20,29,5,10766,0,2,2,3,0,0,0,0,1
1,1,1,33977,1,2,2,0,0,0,1,0,1
1,1,1,33977,1,2,2,0,0,0,1,0,1
25,49,4,5357,72,2,2,0,0,0,0,0,1
26,29,5,10766,8,2,2,3,0,0,0,0,1
20,29,5,10766,0,2,2,3,0,0,0,0,1
1,1,1,21943,1,2,2,2,0,0,0,6,1
1,1,1,23628,1,2,2,0,0,0,0,0,2
1,1,1,34308,1,2,2,1,0,0,1,0,1
1,1,1,30770,1,2,2,0,0,0,1,0,1
17,27,3,23524,45,2,2,2,0,0,1,6,1
1,1,1,,1,2,2,0,0,0,0,0,2
17,27,3,52590,45,2,2,0,0,0,0,2,1
1,1,1,,1,2,2,0,0,0,0,0,2
8,11,6,42248,8,2,2,0,0,0,1,0,1
8,11,6,46105,8,2,2,1,0,0,1,0,1
8,11,5,2043,8,2,2,1,0,0,1,0,1
8,11,6,36885,8,2,2,1,1,0,1,4,1
17,27,3,52590,45,2,2,0,0,0,0,2,1
17,27,3,23524,45,2,2,2,0,0,1,6,1
1,1,1,30770,1,2,2,0,0,0,1,0,1
15,24,6,19835,29,2,2,1,0,0,0,0,1
8,11,6,36885,0,2,2,1,1,0,1,4,1
8,11,6,46105,0,2,2,1,0,0,1,0,1
8,11,6,42248,0,2,2,0,0,0,1,0,1
8,11,5,2043,0,2,2,1,0,0,1,0,1
1,1,1,34308,1,2,2,1,0,0,1,0,1
1,1,1,23628,1,2,2,0,0,0,0,0,2
1,1,1,21943,1,2,2,2,0,0,0,6,1
1,1,1,33977,1,2,2,0,0,0,1,0,1
1,1,1,33977,1,2,2,0,0,0,1,0,1
14,23,1,59545,0,2,2,3,0,0,0,0,1
29,50,1,59545,0,2,2,3,0,0,0,0,1
17,27,3,52590,45,2,2,0,0,0,0,2,1
17,27,3,52590,45,2,2,0,0,0,0,2,1
29,50,1,52858,0,2,2,3,0,0,0,2,1
29,23,1,52858,0,2,2,3,0,0,0,2,1
29,50,1,52858,0,2,2,3,0,0,0,2,1
1,1,1,11919,1,2,2,0,0,0,0,0,2
1,1,1,11919,1,2,2,0,0,0,0,0,2
1,1,1,24352,1,2,2,1,1,0,0,4,1
1,1,1,18090,1,2,2,0,0,0,0,0,1
29,23,1,52858,0,2,2,3,0,0,0,2,1
23,47,6,1949,0,2,2,0,0,0,0,0,1
23,47,6,2034,0,2,2,1,1,0,0,4,1
1,1,1,24352,1,2,2,1,1,0,0,4,1
1,1,1,18090,1,2,2,0,0,0,0,0,1
1,1,1,23192,1,2,2,0,0,0,0,0,1
15,31,8,39990,0,2,2,0,0,0,0,0,1
23,47,6,1949,0,2,2,0,0,0,0,0,1
23,47,6,2034,0,2,2,1,1,0,0,4,1
3,4,8,91060,76,2,2,1,0,0,0,0,1
1,1,1,11919,1,2,2,0,0,0,0,0,2
8,11,6,26404,8,2,2,1,0,0,0,0,2
1,1,1,11919,1,2,2,0,0,0,0,0,2
8,11,6,26404,0,2,2,1,0,0,0,0,2
1,1,1,23192,1,2,2,0,0,0,0,0,1
1,1,1,26479,1,2,2,2,0,0,0,0,1
1,1,1,26479,1,2,2,2,0,0,0,0,1
23,51,4,10722,0,2,2,1,0,0,0,0,2
8,11,6,26404,8,2,2,1,0,0,0,0,2
8,11,6,26404,0,2,2,1,0,0,0,0,2
1,1,1,,1,2,2,2,0,0,0,0,1
1,1,1,,1,2,2,2,0,0,0,0,1
23,47,6,1635,0,2,2,1,0,0,0,0,1
23,47,6,1635,0,2,2,1,0,0,0,0,1
1,1,1,14770,1,2,2,0,0,0,0,0,1
1,1,1,25651,1,2,2,0,0,0,0,0,1
1,1,1,16393,1,2,2,0,0,0,0,0,1
1,1,1,14770,1,2,2,0,0,0,0,0,1
1,1,1,25651,1,2,2,0,0,0,0,0,1
1,1,1,16393,1,2,2,0,0,0,0,0,1
30,52,1,78762,77,2,2,3,0,0,0,0,1
23,47,6,1016,0,2,2,0,0,0,0,0,1
0,3,5,6742,0,2,2,1,0,0,0,0,1
21,53,5,28508,0,2,2,3,0,0,0,0,1
21,53,5,28508,0,2,2,3,0,0,0,0,1
23,47,6,1016,0,2,2,0,0,0,0,0,1
0,37,1,19429,78,2,2,1,0,0,0,0,1
16,54,7,,8,2,2,0,0,5,0,0,1
15,24,6,19835,29,2,2,1,0,0,0,0,1
8,11,5,697,8,2,2,0,0,0,1,0,2
8,11,5,697,0,2,2,0,0,0,1,0,2
23,47,6,1635,0,2,2,1,0,0,0,0,1
23,47,6,1635,0,2,2,1,0,0,0,0,1
8,11,6,32234,8,2,2,0,0,0,1,0,1
8,11,6,32821,8,2,2,0,0,0,1,0,2
8,11,6,32234,0,2,2,0,0,0,1,0,1
8,11,6,32821,0,2,2,0,0,0,1,0,2
1,1,1,16836,8,2,2,0,0,0,1,0,1
1,1,1,30050,8,2,2,2,0,0,1,0,1
1,1,1,30050,1,2,2,2,0,0,1,0,1
1,21,1,16836,1,2,2,0,0,0,1,0,1
8,11,5,697,8,2,2,0,0,0,1,0,2
8,11,5,697,0,2,2,0,0,0,1,0,2
1,1,1,30050,8,2,2,2,0,0,1,0,1
1,1,1,16836,8,2,2,0,0,0,1,0,1
1,1,1,30050,1,2,2,2,0,0,1,0,1
1,21,1,16836,1,2,2,0,0,0,1,0,1
2,44,5,58117,8,2,2,3,0,0,0,0,3
2,44,5,58117,1,2,2,3,0,0,0,0,3
1,1,1,27380,1,2,2,1,0,0,0,0,1
1,1,1,21755,1,2,2,1,0,0,1,0,1
1,1,1,19635,1,2,2,0,0,0,0,0,1
3,4,8,80506,79,2,2,0,0,0,0,0,1
0,37,6,18430,78,2,2,2,1,0,0,2,1
31,55,1,78762,77,2,2,3,0,0,0,0,1
8,11,6,38937,8,2,2,1,0,0,1,0,1
8,11,5,2561,8,2,2,1,0,0,1,0,1
8,11,6,39165,8,2,2,0,0,0,1,0,1
8,11,6,42620,8,2,2,0,0,4,1,0,1
8,11,6,36078,0,2,2,1,0,0,1,0,1
8,11,5,2561,0,2,2,1,0,0,1,0,1
8,11,6,38937,0,2,2,1,0,0,1,0,1
8,11,6,42620,0,2,2,0,0,4,1,0,1
8,11,6,39165,0,2,2,0,0,0,1,0,1
2,44,5,58117,8,2,2,3,0,0,0,0,3
2,44,5,58117,1,2,2,3,0,0,0,0,3
8,11,6,440273,8,2,2,0,0,0,1,0,1
8,11,6,40273,0,2,2,0,0,0,1,0,1
1,1,1,11655,8,2,2,1,0,0,0,0,1
1,1,1,11655,1,2,2,1,0,0,0,0,1
1,1,1,9310,1,2,2,2,0,0,1,0,1
8,11,6,440273,8,2,2,0,0,0,1,0,1
8,11,6,40273,0,2,2,0,0,0,1,0,1
1,1,1,11655,8,2,2,1,0,0,0,0,1
8,11,6,43082,8,2,2,1,0,0,0,0,3
1,1,1,20050,1,2,2,0,0,0,0,0,2
1,1,1,11655,1,2,2,1,0,0,0,0,1
8,11,6,43082,0,2,2,1,0,0,0,0,3
1,1,1,9310,1,2,2,2,0,0,1,0,1
1,1,1,17179,1,2,2,0,0,0,0,0,1
1,1,1,5356,1,2,2,0,0,0,0,0,1
1,1,1,18510,1,2,2,0,0,0,1,0,1
1,1,1,11506,1,2,2,0,0,0,0,0,1
1,1,1,18215,1,2,2,0,0,0,2,0,1
23,51,4,11510,0,2,2,0,1,0,0,2,1
3,4,8,57678,80,2,2,0,0,0,0,0,2
0,37,4,54796,78,2,2,1,1,1,0,2,1
23,51,4,11510,0,2,2,0,1,0,0,2,1
1,1,1,20050,1,2,2,0,0,0,0,0,2
32,56,5,6958,8,2,2,5,0,0,4,0,1
8,11,6,43082,8,2,2,1,0,0,0,0,3
1,1,1,25713,1,2,2,0,0,0,0,0,1
1,1,1,10576,1,2,2,0,0,0,1,0,1
1,1,1,17179,1,2,2,0,0,0,0,0,1
8,11,6,43082,0,2,2,1,0,0,0,0,3
1,1,1,18215,1,2,2,0,0,0,2,0,1
32,56,5,6958,8,2,2,5,0,0,4,0,1
8,11,6,39342,8,2,2,1,0,0,1,0,1
1,1,1,25407,1,2,2,0,0,0,1,6,1
8,11,6,39342,0,2,2,1,0,0,1,0,1
8,11,5,10025,8,2,2,1,0,0,0,2,4
8,11,5,10025,0,2,2,1,0,0,0,2,4
1,1,1,10576,1,2,2,0,0,0,1,0,1
1,1,1,25713,1,2,2,0,0,0,0,0,1
3,4,8,72592,81,2,2,0,0,0,0,0,2
1,1,1,25407,1,2,2,0,0,0,1,6,1
8,11,6,39342,8,2,2,1,0,0,1,0,1
8,11,6,39342,0,2,2,1,0,0,1,0,1
8,11,5,10025,8,2,2,1,0,0,0,2,4
8,11,5,10025,0,2,2,1,0,0,0,2,4
3,4,8,72592,81,2,2,0,0,0,0,0,2
23,47,6,2562,0,2,2,4,0,0,0,0,3
21,57,7,58,0,2,2,2,0,1,0,0,2
23,47,6,2562,0,2,2,4,0,0,0,0,3
1,1,1,30534,1,2,2,0,0,0,1,0,1
1,1,1,21701,1,2,2,0,0,0,0,0,1
1,1,1,8771,1,2,2,0,0,0,1,0,1
1,1,1,16818,1,2,2,0,0,0,1,0,1
1,1,1,17237,1,2,2,0,0,0,0,0,1
1,1,1,9960,1,2,2,1,0,1,0,0,1
1,1,1,13801,1,2,2,0,0,0,0,0,1
23,51,4,13277,0,2,2,1,0,0,0,2,1
3,4,8,52306,82,2,2,1,0,0,1,0,1
8,11,6,32234,8,2,2,0,0,0,1,0,1
23,51,4,13277,0,2,2,1,0,0,0,2,1
8,11,6,32234,0,2,2,0,0,0,1,0,1
23,47,6,2562,0,2,2,4,0,0,0,0,3
23,47,6,2562,0,2,2,4,0,0,0,0,3
33,58,7,,83,2,2,2,3,3,5,6,2
33,58,7,,83,2,2,2,3,3,5,6,2
1,1,1,30534,1,2,2,0,0,0,1,0,1
21,57,7,58,0,2,2,2,0,1,0,0,2
2,44,5,42556,1,2,2,3,0,0,0,0,1
1,1,1,8570,1,2,2,0,0,0,2,0,1
2,44,5,42556,1,2,2,3,0,0,0,0,1
1,1,1,8570,1,2,2,0,0,0,2,0,1
1,1,1,1078,1,2,2,0,0,0,1,0,1
1,1,1,18214,1,2,2,0,0,0,1,0,1
1,1,1,19453,1,2,2,0,0,0,0,0,1
1,1,1,19509,1,2,2,0,0,0,0,0,1
3,4,8,32899,84,2,2,1,0,0,0,0,1
8,11,6,39252,8,2,2,1,0,0,0,0,2
8,11,6,39252,0,2,2,1,0,0,0,0,2
2,44,5,42556,1,2,2,3,0,0,0,0,1
1,1,1,8570,1,2,2,0,0,0,2,0,1
1,1,1,12241,1,2,2,0,0,0,1,0,1
23,47,6,1278,0,2,2,1,0,0,0,0,2
23,47,6,1278,0,2,2,1,0,0,0,0,2
8,11,6,39252,8,2,2,1,0,0,0,0,2
8,11,6,39252,0,2,2,1,0,0,0,0,2
8,11,6,44037,8,2,2,0,0,0,1,0,1
8,11,6,44037,0,2,2,0,0,0,1,0,1
1,1,1,25141,1,2,2,0,0,0,1,0,1
1,1,1,12241,1,2,2,0,0,0,1,0,1
1,1,1,20556,1,2,2,0,0,0,2,0,1
1,1,1,20556,8,2,2,0,0,0,2,0,1
23,47,6,1278,0,2,2,1,0,0,0,0,2
23,47,6,1278,0,2,2,1,0,0,0,0,2
8,11,6,44037,8,2,2,0,0,0,1,0,1
8,11,6,44037,0,2,2,0,0,0,1,0,1
8,11,6,44037,0,2,2,0,0,0,1,0,1
1,1,1,25141,1,2,2,0,0,0,1,0,1
1,1,1,20556,8,2,2,0,0,0,2,0,1
1,1,1,20556,1,2,2,0,0,0,2,0,1
1,1,1,14451,8,2,2,0,0,0,0,2,1
1,1,1,6509,8,2,2,0,0,0,0,0,1
3,4,8,79832,85,2,2,4,1,0,1,2,1
1,1,1,6509,1,2,2,0,0,0,0,0,1
1,1,1,14451,1,2,2,0,0,0,0,2,1
8,11,6,30712,8,2,2,1,0,0,0,0,1
8,11,6,30000,8,2,2,1,0,0,0,0,2
8,11,6,30905,8,2,2,1,0,0,1,0,1
8,11,6,31843,8,2,2,1,1,0,1,4,1
8,11,6,30000,0,2,2,1,0,0,0,0,2
8,11,6,30905,0,2,2,1,0,0,1,0,1
8,11,6,30712,0,2,2,1,0,0,0,0,1
8,11,6,31843,0,2,2,1,1,0,1,4,1
1,1,1,17989,1,2,2,0,0,0,0,0,1
1,1,1,17989,8,2,2,0,0,0,1,0,1
1,1,1,17989,8,2,2,0,0,0,1,0,1
1,1,1,17989,1,2,2,0,0,0,0,0,1
1,1,1,9742,8,2,2,0,0,0,1,0,1
1,1,1,11749,8,2,2,0,0,0,0,0,1
1,1,1,4737,8,2,2,1,0,0,0,0,1
17,27,3,20839,8,2,2,0,0,0,1,0,1
0,37,1,2550,78,2,2,1,0,0,0,0,1
17,27,3,20839,45,2,2,0,0,0,1,0,1
1,1,1,4737,1,2,2,1,0,0,0,0,1
1,1,1,11749,1,2,2,0,0,0,0,0,1
1,1,1,9742,1,2,2,0,0,0,1,0,1
0,37,1,,8,2,2,5,3,3,5,6,1
1,1,1,17392,8,2,2,1,3,0,0,6,1
1,1,1,13034,8,2,2,0,0,0,1,0,1
1,1,1,17392,1,2,2,1,0,0,0,2,1
9,12,6,31487,0,2,2,0,0,0,0,0,1
1,1,1,13034,1,2,2,0,0,0,1,0,1
1,1,1,17392,8,2,2,1,3,0,0,6,1
1,1,1,17392,1,2,2,1,3,0,0,6,1
1,1,1,13034,8,2,2,0,0,0,1,0,1
1,1,1,13034,1,2,2,0,0,0,1,0,1
0,37,1,2550,78,2,2,1,0,0,0,0,1
1,1,1,11661,8,2,2,0,0,0,1,6,1
0,37,1,,8,2,2,5,3,3,5,6,1
1,1,1,11661,86,2,2,0,0,0,1,0,1
9,12,6,32552,0,2,2,0,0,0,0,0,1
0,37,1,,8,2,2,5,3,3,5,6,1
0,37,1,2550,78,2,2,1,0,0,0,0,1
1,1,1,11661,8,2,2,0,0,0,1,6,1
1,1,1,11661,1,2,2,0,0,0,1,6,1
1,1,1,10606,1,2,2,0,0,0,0,2,1
1,1,1,10606,8,2,2,0,0,0,0,2,1
1,1,1,9739,8,2,2,0,0,0,1,0,1
1,1,1,13485,8,2,2,0,0,0,0,0,1
1,1,1,11323,8,2,2,0,0,0,0,0,1
1,1,1,13541,8,2,2,1,0,0,2,0,1
17,27,3,20619,45,2,2,1,0,0,0,0,1
1,1,1,11323,1,2,2,0,0,0,0,0,1
3,4,8,47537,87,2,2,0,3,0,0,0,1
1,1,1,9739,1,2,2,0,0,0,1,0,1
1,1,1,13485,1,2,2,0,0,0,0,0,1
1,1,1,13541,1,2,2,1,0,0,2,0,1
9,12,6,29675,0,2,2,1,0,0,1,0,1
23,47,6,21459,0,2,2,0,0,0,0,2,1
34,59,9,2841,0,2,2,1,0,0,0,0,1
34,59,9,1894,0,2,2,1,0,0,0,0,1
7,60,4,9645,57,2,2,3,0,0,0,0,1
23,47,6,21459,0,2,2,0,0,0,0,2,1
9,12,6,32552,0,2,2,0,0,0,0,0,1
0,61,1,2550,78,2,2,1,0,0,0,0,1
34,59,9,1894,0,2,2,1,0,0,0,0,1
34,59,9,2841,0,2,2,1,0,0,0,0,1
1,1,1,10606,8,2,2,0,0,0,0,2,1
1,1,1,10606,1,2,2,0,0,0,0,2,1
17,27,3,18698,45,2,2,0,0,0,0,0,1
34,59,9,1894,0,2,2,1,0,0,0,0,1
17,27,3,18698,45,2,2,0,0,0,0,0,1
9,12,6,24248,8,2,2,0,0,0,0,0,1
1,1,1,8379,8,2,2,1,0,0,0,0,1
17,27,3,1702,8,2,2,2,0,0,1,0,1
1,1,1,11571,8,2,2,0,0,0,0,0,1
1,1,1,2684,8,2,2,0,0,0,0,0,1
1,1,1,2055,8,2,2,1,0,0,3,0,1
17,27,3,120658,8,2,2,1,0,0,0,0,1
17,27,3,17012,45,2,2,2,0,0,1,0,1
1,1,1,8379,1,2,2,1,0,0,0,0,1
1,1,1,11571,1,2,2,0,0,0,0,0,1
1,1,1,11571,1,2,2,0,0,0,0,0,1
1,1,1,2684,1,2,2,0,0,0,0,0,1
1,1,1,2055,1,2,2,1,0,0,3,0,1
15,31,3,17962,0,2,2,0,0,0,0,2,1
3,4,8,38832,88,2,2,0,0,0,0,0,1
1,1,1,10779,8,2,2,0,0,0,0,0,1
1,1,1,10779,1,2,2,0,0,0,0,0,2
34,59,9,2841,0,2,2,1,0,0,0,0,1
1,1,1,10779,8,2,2,0,0,0,0,0,1
1,1,1,10779,1,2,2,0,0,0,0,0,1
1,1,1,5582,8,2,2,0,0,0,0,0,1
1,1,1,2466,8,2,2,0,2,0,0,0,1
1,1,1,2500,8,2,2,1,0,0,0,2,1
1,1,1,,8,2,2,1,0,0,0,0,1
1,1,1,5471,8,2,2,0,0,0,0,0,1
35,62,8,,89,2,2,1,0,0,0,0,1
6,63,4,0,90,2,2,2,0,0,0,0,1
1,1,1,5582,1,2,2,0,0,0,0,0,1
1,1,1,2500,1,2,2,1,0,0,0,2,1
1,1,1,2466,1,2,2,0,0,0,0,0,1
9,12,6,24248,0,2,2,0,0,0,0,0,1
36,64,4,,91,2,2,2,0,0,0,0,1
23,51,4,9783,0,2,2,1,0,0,0,0,1
6,65,4,1821,0,2,2,2,0,0,0,0,1
3,4,4,50694,92,2,2,0,0,0,1,0,1
15,24,6,4586,29,2,2,1,0,0,0,0,1
17,27,3,120658,8,2,2,1,0,0,0,0,1
1,1,1,,8,2,2,1,0,0,0,0,1
17,27,3,120958,45,2,2,1,0,0,0,0,1
23,51,4,10389,0,2,2,1,0,1,0,0,1
23,51,4,10389,0,2,2,1,0,1,0,0,1
1,1,1,8500,1,2,2,1,0,0,0,0,1
15,24,6,9211,29,2,2,1,0,0,0,0,1
15,24,6,4586,29,2,2,1,0,0,0,0,1
17,27,3,120658,8,2,2,1,0,0,0,0,1
17,27,3,120958,45,2,2,1,0,0,0,0,1
1,1,1,,8,2,2,1,0,0,0,0,1
23,51,4,10389,0,2,2,1,0,1,0,0,1
23,51,4,10389,0,2,2,1,0,1,0,0,1
23,51,4,10389,0,2,2,1,0,1,0,0,1
1,1,1,8500,1,2,2,1,0,0,0,0,1
15,24,6,3854,29,2,2,1,0,0,0,0,1
3,4,8,47018,93,2,2,1,0,0,1,0,1
3,4,8,58804,94,2,2,1,0,0,1,0,1
9,12,6,29293,0,2,2,1,0,0,1,0,1
3,4,8,77332,95,2,2,1,0,0,0,0,1
1,1,1,1232,8,2,2,1,0,0,0,0,1
17,27,3,34996,8,2,2,0,0,0,0,2,1
23,51,4,11497,0,2,2,1,0,0,0,0,1
23,51,4,16752,0,2,2,0,0,0,0,0,1
15,24,6,3854,29,2,2,1,0,0,0,0,1
11,15,3,13679,78,2,2,1,0,0,0,0,1
1,1,1,5471,8,2,2,0,0,0,0,0,1
23,51,4,10722,0,2,2,1,0,0,0,0,2
1,1,1,5471,8,2,2,0,0,0,0,0,1
1,1,1,5471,1,2,2,0,0,0,0,0,1
23,51,4,10722,0,2,2,1,0,0,0,0,2
8,11,6,31980,0,2,2,1,0,4,0,0,2
8,11,6,31980,0,2,2,1,0,4,0,0,2
23,51,4,10722,0,2,2,1,0,0,0,0,2
1,1,1,1232,1,2,2,1,0,0,0,0,1
1,1,1,1232,8,2,2,1,0,0,0,0,1
17,27,3,34996,8,2,2,0,0,0,0,2,1
17,27,3,34996,45,2,2,0,0,0,0,2,1
1,1,1,1232,8,2,2,1,0,0,0,0,1
1,1,1,1232,1,2,2,1,0,0,0,0,1
17,27,3,34996,8,2,2,0,0,0,0,2,1
17,27,3,34996,45,2,2,0,0,0,0,2,1
